	MF1	MF3	MF6
ACSL4	-0.00140003802809	0.00101568583675	0.00322899753643
ACSL5	-0.00177552265172	-0.0016705553686	0.00029387736601
ACSL6	0.0146497969228	0.0239370990818	-0.000626525657756
ACSM3	0.0129339435139	0.0134473580479	-0.00774070514196
ACSS1	0.00357825246573	0.00832402229884	0.000921331302086
ACSS2	-0.00181614420024	-0.00112882620704	-0.000437172336942
ACTA2	0.0109525129336	-0.00366862259357	0.0119457664506
ACTB	-0.000930446362072	-0.00119719338771	0.00368680999149
ACTG1	-0.00127442240493	-0.00181659355747	-0.000442740740469
ACTL6A	-0.00776184850845	-0.00412125055326	-0.0022958163778
ACTN1	-0.00645040399068	-0.00859367396246	-0.00465097170679
ACTN4	-0.00311189718384	-0.0127662473094	-0.00551564165888
ACTR10	-0.000544717222191	-0.000338753419976	0.000610597756644
ACTR1A	0.0040759275602	0.00642571332766	0.00439536429907
ACTR1B	-0.000303929664312	0.00122216384449	-0.00202329886703
ACTR2	-0.00638654953179	-0.00584657616856	-0.00718097700551
ACTR3	-0.0038639844043	0.00315132113367	0.00519295678742
ACTR3B	0.00143322868685	-0.00157071048144	0.00629575853012
ACTR5	0.00915227038008	0.00748565186881	0.00138894093673
ACTR6	-0.00178145450079	0.0044212173871	0.00144995782714
ACTR8	0.00446879859597	0.0109048074666	0.00304990532613
ACTRT1	0.0129087655237	0.0157212227245	0.000840901786945
ACVR1	-0.000262614056745	0.00157446270589	0.00490593911882
ACVR1B	-0.00477711741355	-0.000446953328829	-0.00246579451744
ACVR2A	-0.0117412913009	0.00215532307717	-0.014732721319
ACY1	0.00172841782044	-0.00627170634366	0.00240038292556
ACYP1	-0.00807262033055	-0.00162374547379	0.00162326492138
ACYP2	-0.00867970667063	-0.00120775605245	-0.000907951174882
ADA	0.00502467138737	-0.000346710844302	-0.00364839737445
ADAL	-0.00774034224443	-0.0103340390361	0.00215479662897
ADAM10	-0.00193051131286	-0.00332746500146	0.000855984477668
ADAM15	-0.000274353451963	0.000102856770684	0.00191868445888
ADAM17	0.00110098374452	-0.00772477735041	0.00111139170158
ADAM19	-0.0164606467483	-0.0072631883493	-0.0088855320781
ADAM2	-0.00997744168365	-0.0227360296031	-0.00614061846802
ADAM8	0.00259781231227	0.00654660038685	0.00096027120956
ADAM9	0.0114044270465	0.00424800388757	0.00798209593386
ADAMTSL4	-0.00114953780441	-0.0102345258536	0.00111629352713
ADAP1	0.0014947755775	0.00572581535465	0.0140479866256
ADAP2	-0.00975006328911	-0.0119483902733	0.00987560272783
ADAR	0.00116923022245	-0.000192633896082	0.00481208915296
ADARB1	-0.00294806708414	0.00566016756601	-0.00968501588673
ADAT1	-0.00829818025088	-0.0124437823539	-0.00583074740308
ADAT2	-0.0080204117906	-0.0105431268647	-0.0168933488128
ADAT3	0.0016683186132	0.00418043207952	0.00181245090372
ADCK1	-0.00482842494854	-0.00219682627876	0.00498912210152
ADCK2	-0.00558100810458	-0.00362944458996	0.00266265742672
ADCK4	0.00270950009089	0.00529099868926	0.00514044954371
ADCK5	0.00252585655415	0.00782464396989	0.00161677061074
ADCY3	0.00421928612108	0.00392526488646	-0.000167211865373
ADCY4	0.00386859393382	0.00612041476399	0.00378566305663
ADCY6	0.0199864544493	-0.00739840484189	0.0315679277322
ADCY7	-0.00734315742939	-0.00194090428821	-0.0091748606157
ADD1	0.000528081623739	0.00680287555066	0.000172340849605
ADD3	-0.0106386669796	-0.000730152920816	-0.00662678943553
ADH5	-0.00312078763805	0.0039919712901	-0.000935082759872
ADHFE1	0.00547411221298	0.00272240425785	-0.0079607179267
ADI1	-0.00893795319878	0.000432881960154	0.00949174616695
ADIPOR1	0.0196794537031	0.0217281773527	-0.00501000857296
ADIPOR2	0.0045768741229	-6.21853363275e-05	-0.000613912868583
ADK	-0.00149514367535	0.0014428167932	0.00103064049976
ADM	0.00724615111619	-0.000220333410826	0.0172906082327
ADNP	-0.00229955598874	-0.00722846769411	-0.0113157334626
ADNP2	0.00839900482418	0.00606892577606	0.00969052741265
ADO	-0.00121506799065	-0.00211794628618	0.00389720488955
ADORA2A	-0.00412908580646	0.00290162779308	0.0148355792684
ADORA2B	0.00144929032991	0.00168265042325	0.00399217101868
ADORA3	-0.00251888379927	0.00352032880235	0.00479194670456
ADPGK	-0.00200861043023	-0.00561603698842	-0.00457535363478
ADPRH	-0.00100549324015	-0.00819880529615	0.00631020323379
ADPRHL2	0.00565752082282	0.00575670010615	0.00334042799102
ADRA2A	0.0102674748207	-0.00242403503107	0.00597699466916
ADRA2B	0.0188525238039	0.0138633304668	0.0201203195796
ADRB2	-0.0129865445812	-0.0039550610164	0.00034466884433
ADRBK1	0.00218666593105	0.00414636978105	-0.00161723211287
ADRM1	0.00192425400695	0.00178511179227	0.00163397723376
ADSL	-0.0040760682124	0.00228458792927	-0.000672464042143
ADSS	-0.00508035484101	-0.00307026928133	-0.00258144115138
AEBP1	0.00276554393625	0.0148537994517	-0.0093658863732
AEBP2	-0.000916458238633	0.00218766468883	-0.00379687126833
AEN	0.0113807791093	0.00417748058448	0.00726641349819
AES	-0.00549888714475	0.00955244785106	0.00806964997044
AFF1	0.00660803134786	-0.000703300363406	-0.00885244683802
AFF4	0.0028753675346	-0.00267630989403	0.000315551850153
AFG3L1	-0.00358979717109	0.00191660331663	-0.00804463356251
AFG3L2	0.00430989031799	0.00565416357405	0.00151947998114
AFMID	-0.0130123603491	0.00636839276331	0.000534319345735
AFTPH	-0.0063866742358	-0.00608928967965	-0.00379636631787
AGA	-0.00389336102511	0.00275944619286	0.00607429606774
AGAP6	0.00985737994927	0.0110962203984	-0.00162472212684
AGAP8	0.0075969983937	0.00485533421403	-0.0108958606739
AGBL5	0.00659057040199	0.00346718510112	0.00560068677594
AGER	-0.00520217820316	0.0154538603587	-7.47524894897e-05
AGFG1	0.00104152685182	0.0043668969243	-2.87985675045e-05
AGFG2	-0.00349679168583	-0.00638010665634	-0.00486098944232
AGGF1	-0.00812132830901	-0.00514227319308	-0.00894049359736
AGK	0.00160935922668	0.00387688785302	0.00461192787857
AGL	-0.000668918103659	0.000416823745124	-0.00334985253829
AGMAT	-0.0304590586204	-0.0218257127087	-0.0212955403763
AGPAT1	0.000854611885589	0.00646985118425	0.0103775836043
AGPAT2	0.00045596396973	-0.00196079439686	0.00956826469773
AGPAT4	0.0161461965779	0.0116062894385	0.00184024775491
AGPAT5	-0.00189650532535	-0.00309556581263	-0.0140495787385
AGPAT6	-0.00129836686117	-0.00820341983714	0.00200511595381
AGPAT9	-0.0178647113506	-0.0193937902945	-0.0142862117445
AGPS	0.00240881243977	0.00206833365365	0.00580458454067
AGRN	0.00677552449448	0.00253309895895	0.0027105431764
AGTPBP1	-0.00337767010955	0.000328897544717	-0.00493156812954
AGTRAP	-0.0121654015872	-0.00680717905428	0.00275251551601
AGXT2L2	-0.00823012870342	0.00532221875808	-0.00100043995844
AHCTF1	0.00608021834549	0.00279617785859	0.00170467663333
AHCY	0.00251516094282	-0.00413291303375	0.00556309473611
AHCYL1	-0.0051956192462	-0.0164992406606	-0.00459979576124
AHCYL2	-0.00676220145766	-0.00655593862029	-0.0057174722718
AHDC1	-0.00873110557399	-0.00398809104731	-0.0204062435766
AHI1	0.00746954763608	0.00614971445592	0.00172640001127
AHNAK	-0.00511834126772	-0.00349105700759	-0.00439681840541
AHR	0.00247693982603	-0.00498125994374	-0.00521394714878
AHSA1	-0.00039797831255	-0.000510351172634	0.00183773084137
AHSA2	-4.05700152228e-05	0.0024597998409	-0.015845764974
AHSP	0.00735997757772	0.00890920085544	0.00545754308824
AIDA	0.00310143042375	0.00913593071741	0.00234548129617
AIF1	-0.00664442947997	-0.00636055612708	0.00814659023794
AIF1L	-0.000770722820297	-0.00724066230266	0.00506954175186
AIFM1	-0.000120030023178	-0.000143678953452	0.00145074562984
AIFM3	0.00375016819159	0.0065619392007	-0.0083078882007
AIG1	0.00187821478234	-0.00190017677921	0.00480736918268
AIM1	-0.00340123035139	-0.0180777172751	0.000400729903687
AIM2	-0.00596485203653	-0.0101344293552	0.017372532503
AIMP2	-0.00226565992116	-0.00751901318287	-0.00129204037233
AIP	-0.00342484909037	0.0067647594688	-0.00116782886401
AIRE	0.00335916139941	-0.00681483104519	-0.00460341620753
AK1	0.00581725888293	0.00522599235297	-0.00640751528596
AK2	-0.00586477469044	-0.00456784308867	4.91819261684e-05
AK2P2	0.00145633622466	-0.00323857095305	-0.00563731555722
AK3	0.00351556519453	0.00150465584309	0.00075664694592
AK3L1	0.00404654816926	-0.00955510778577	-0.00926498526802
AKAP1	-0.00831555988968	-0.00835467077229	-0.0142005888367
AKAP10	-0.00138847034792	-0.00621041908403	-0.00562814386453
AKAP11	-0.00725493064511	0.00248713832043	-0.00564629266344
AKAP13	-0.00133523332586	0.00450319841314	0.00148973418169
AKAP7	-0.0023639595744	0.00289559988202	0.000396720946169
AKAP8	0.00387842275801	0.00107379636968	-0.00140646298072
AKAP8L	0.0365699023245	0.0175457592029	0.0199258556757
AKIRIN1	-0.00403832291358	-0.00711522578567	-0.00339016697055
AKIRIN2	-0.000764428349759	-0.000791246828738	0.00805457628158
AKNA	-0.00336582853897	-0.00086982446009	-0.00705722790444
AKR1A1	-0.00532080128681	-0.00641089429272	-0.00121188816972
AKR1B1	-0.00636799193597	0.0014222981091	-0.000245976775451
AKR1C3	-0.00479464367036	-0.00230885042033	-0.010972592838
AKR1C4	-0.00406642509156	-0.00986752663969	-0.00929800916622
AKR1D1	0.00339400175276	-0.0034908975643	-0.00334893507596
AKR7A2	-0.00531849880915	-0.00230635497666	0.000778213539349
AKR7A3	-0.00541436419775	0.000427964502919	0.000422815163197
AKT1	-0.00149347875898	0.00319734679288	0.00115594165625
AKT1S1	0.000655633907703	-0.00154423924779	0.000818751154474
AKT3	0.00147359856144	0.00937546534431	0.0014015017494
AKTIP	-0.0116281132702	0.00211492966539	-0.00809604270876
ALAD	6.68856469045e-05	0.00552155705602	-0.00219852489243
ALAS2	0.0125874451179	0.0144788593459	-0.00464547763375
ALB	0.0161946323669	0.0138230376304	0.00908424942938
ALCAM	-0.00425455727	-0.00741627010566	-0.00354059431611
ALDH16A1	-0.000765990557659	0.00579814956485	0.00736972443074
ALDH18A1	0.00185964624964	0.00290144464352	0.00499819214097
ALDH1A1	0.010185537759	-0.0186477731278	0.003734328562
ALDH1B1	0.0013152425327	-0.00642288415558	0.000994295192038
ALDH2	-0.0129781745202	-0.0129733986739	-0.0107902961089
ALDH3A2	-0.0109030875311	-0.00318340739758	-0.00405158440137
ALDH3B1	-0.00980499354639	-0.014707790607	-0.00163182438101
ALDH4A1	-0.0050699185083	-0.00534586692903	-0.00350345137581
ALDH5A1	0.0025725414494	0.00856338776788	-0.00607988400468
ALDH6A1	-0.00681124500321	-0.00971669755801	-0.00926850032267
ALDH7A1	0.000375680571666	-0.0012353123089	-0.00221443472729
ALDH9A1	-0.00805467332782	-0.00881188652984	-0.00556136842453
ALDOA	0.00136679684862	-0.00303058618409	0.0059706393496
ALDOC	0.000151593912334	0.00411109466982	-0.00323408411941
ALG10B	-0.00385013665749	-0.00457909004555	-0.00662333836015
ALG11	-0.000472504099753	-0.00593809373183	-0.00306033954004
ALG12	-0.0077555265307	0.000671071769405	-0.000487843859356
ALG13	0.0025206118158	0.000814203982925	0.00666291795847
ALG14	-0.0103801501069	-0.000128438731213	0.005490732422
ALG2	-0.00254791376653	0.0046572863726	0.00195271063466
ALG3	-0.00235672943891	-0.00255306840782	-0.00202139558287
ALG5	0.000305015353388	0.00151225108071	0.00179118436372
ALG6	-0.0050420863754	-0.000610588171078	-0.00341214228968
ALG8	-0.00513963109356	-0.00666372705875	-0.00546727965806
ALG9	0.0045082949727	-0.00129842296897	-0.0020541272239
ALKBH1	-0.00041074000415	0.000781433142788	-0.00250941193435
ALKBH2	-0.000335630341202	0.00237307260282	-0.000544615752861
ALKBH3	0.0013293752386	0.00295684623935	0.00444645462413
ALKBH5	0.00110813940943	0.0021144814215	0.00186586883782
ALKBH6	0.00233736817993	0.00390739924274	-2.02280868318e-05
ALKBH7	0.00175828407114	0.00408743955157	0.00935551974235
ALMS1	-0.00476179587019	0.00408789983277	-0.0013403838662
ALOX12	8.36808948738e-05	-0.0227367699524	0.025148688597
ALOX15B	-0.00978335495268	-0.0106275802799	-0.00630091837362
ALOX5	-0.00948276817446	-0.0071111443377	-0.00452541137889
ALOX5AP	-0.0148034785993	-0.00882910799047	-0.00370115321425
ALPI	-0.00632215682714	-0.00895676965508	-0.00775838817777
ALPK1	-7.27977901953e-05	7.28692551667e-05	0.0101539745853
ALPL	0.0128115370273	0.00069408278874	-0.00130633424786
ALPP	0.00108731396507	-0.0102327065034	-0.0117235794514
ALS2	0.00357721996795	-0.00892599540515	-0.00504275053123
ALS2CR14	0.00375184699835	-0.00243116803598	-0.00394343616504
ALS2CR4	-0.00305272687754	-0.00771484301232	0.000400452568379
ALX1	0.0331186970458	0.00118667518518	0.00212247010933
AMAC1L3	0.0119722020627	0.0152794065283	0.00219939840823
AMACR	-0.0138253362848	-0.00198032681361	-0.00951175072217
AMBRA1	0.0213411854295	-0.00224669315689	-0.00175570766461
AMD1	-0.00190125686345	-0.00408446825656	-0.00225836781604
AMDHD1	0.000152951365319	-0.000752461149224	0.0164837927812
AMDHD2	0.00602414644832	0.00689919859385	0.0125568630197
AMFR	0.0141582790933	-0.0166566550758	0.0070681880805
AMICA1	-0.0156967011555	-0.00451136024466	0.00341106652921
AMMECR1	-0.0012862835228	-0.000844757029907	-0.00432107138969
AMMECR1L	0.00554228204329	0.00166543024149	0.000174662869924
AMOT	-0.00380080133366	0.00400203476334	-0.00452128879677
AMOTL2	0.00525423697085	0.00786003753926	-0.00971538028642
AMT	0.00161638535112	0.00213308422798	-0.00922384217544
AMY1A	-0.00989097947116	-0.0108451498053	-0.00458841113174
AMY1B	-0.000907317833337	-0.00382681969386	-0.00160029469913
AMY1C	-0.00227897290845	-0.00349389251154	-0.00413821676012
AMY2A	0.000883784972162	0.00465980712527	-0.00473240567558
AMY2B	-0.00326064910362	0.00218740373733	-0.0101057127875
AMZ2	-0.00441878128347	-0.00114749487955	0.00148721176857
ANAPC1	0.00579708304928	0.00260307586052	-0.00106247389517
ANAPC10	-0.00186242056439	0.00118131236303	-0.00101953221185
ANAPC11	-0.00331349271643	0.00323009488878	0.00464206666791
ANAPC13	-0.0054508198364	-0.00632311488922	0.00205933252999
ANAPC2	-0.000345600552734	0.0106671097475	-0.00746316163652
ANAPC4	-0.0011836817583	-0.000683591163716	-0.00558341636055
ANAPC5	-0.00167220882089	0.00247403391956	-0.00353313443763
ANAPC7	-0.00649884870884	-0.0126969378704	-0.00442272618505
ANG	-0.0246485584808	-0.0108405221117	-0.00166975862026
ANGEL1	-0.00234248889301	-0.000349132746924	0.000560892590094
ANGEL2	-0.00186998100064	0.000295151894076	-0.00639439402781
ANGPT1	0.0221032339623	-0.00722654181776	0.0163962810906
ANGPTL4	-0.00066556136595	-0.00546128447434	0.00308789597975
ANGPTL6	0.000687896139131	-0.020048645216	-0.00452909428159
ANK1	0.0207237215713	0.0154570294434	0.00278455130402
ANK3	0.00697348679384	0.00988861648428	0.00498348902905
ANKDD1A	0.0060854165726	-0.00977333947986	0.0020297839865
ANKFY1	-0.0033413684016	-0.0017002979433	-0.00272342406984
ANKHD1	-0.00053673390733	-0.000840882515445	-0.0119319395837
ANKHD1-EIF4EBP3	-0.00501222139592	-0.0149068563326	-0.0121360389278
ANKIB1	-0.00553362152854	-0.00391005433238	-0.00411550035657
ANKLE1	-0.00555713994327	-0.00177671790293	0.00130712364343
ANKLE2	0.00256983074957	0.00909146184183	-0.00636286922169
ANKMY2	0.00224161349572	-0.00299178067347	-0.00131920126336
ANKRA2	-0.00191765006852	-7.40098567346e-05	-0.00736276727291
ANKRD10	-0.00388539237424	0.00675965968923	-0.00485878258395
ANKRD11	0.00149913154943	0.00251695544406	-0.00409183114736
ANKRD12	-0.00500836772667	0.000112518865336	-0.00722853619245
ANKRD13A	-0.00240922477847	0.00200653725058	0.00263591506844
ANKRD13C	0.00272659630816	0.00173805667963	0.000176423608334
ANKRD13D	-0.00632905818009	-0.020034656192	-0.00940228260162
ANKRD16	-0.000945491582699	-0.0037240797521	0.00239444455939
ANKRD17	-0.00275312974984	-0.00135395309422	-0.00473968648622
ANKRD20A1	0.00732981482366	-0.00616650915816	-0.00193093822255
ANKRD22	0.0141790138578	-0.0114837044786	0.0288296309679
ANKRD23	0.00533819771309	0.0125201214852	-0.00210953966869
ANKRD26	-0.00406572377299	-0.00328573544673	-0.00172919034009
ANKRD27	0.00985032368411	-0.00260375838212	-0.00222090324197
ANKRD28	0.011317144433	0.00338577705575	0.00365450310453
ANKRD30B	0.00148252687649	-0.00574278070449	-0.00979910874301
ANKRD32	0.00634849220579	0.00291350177381	-0.00551710752416
ANKRD33	0.00351331030505	-0.000726496277081	-0.00130669710032
ANKRD35	0.00210594453355	-0.00750715785415	0.0053105307905
ANKRD36B	-0.00664599948752	-0.0136217042858	-0.00869911769673
ANKRD37	-0.00295499196906	0.00202356856638	0.0105202147692
ANKRD39	-0.0028625218979	0.00497461125959	0.0012171919539
ANKRD40	0.000788999836997	0.00124291950679	0.00138000718047
ANKRD41	-0.00147060194192	0.00492311933756	-0.00305571945548
ANKRD44	-0.00094135632985	-0.0131288834472	-0.0102492902774
ANKRD46	-0.00635031748167	-0.00423667616161	-0.00723319571352
ANKRD49	-0.00422218572951	-0.00306883294245	-0.011962579113
ANKRD50	0.001809251406	-0.0142831707218	-0.0159028044183
ANKRD52	-0.0140536507842	-0.00634452283192	0.00119182359222
ANKRD54	-0.00468344462777	-0.00647808873083	-0.00166014386784
ANKRD55	-0.024549857212	0.0117206661496	-0.00117580537869
ANKRD57	-0.0262683953966	-0.0149413873137	0.000366214521994
ANKRD6	-0.00830751140396	0.00284034858473	-0.00137626087596
ANKRD9	0.0287599869072	0.0197966727246	0.0101002022913
ANKS1A	-0.00110020512037	-0.00257040428369	-0.0015743018414
ANKS3	0.00607011289014	-0.000305890277089	0.00718037331592
ANKZF1	0.00415423493634	0.00676712416604	-0.0108094002387
ANLN	-0.00565044541774	0.000963046027461	-0.00582832043777
ANO10	-0.000748467356589	-0.0138393778539	-0.0019123594691
ANO6	-0.00325295564371	-0.00740172512683	0.00180895106225
ANO8	0.000570255899482	0.0178232183695	-0.00211165400539
ANO9	0.0015719037229	0.0185177425479	-0.00117520905903
ANP32A	-0.011833392928	0.00140503065921	0.00920740343078
ANP32B	0.00411271301505	0.00183031832608	0.000232973750251
ANP32E	-0.0101073640731	-0.0127928876393	-0.0155490720121
ANPEP	0.00206046382829	-0.0156868146205	-0.0109427150486
ANTXR1	-0.0024274920446	0.000594640854904	-0.0126392245421
ANTXR2	-0.0033489318843	0.000231578929516	-0.000822218075288
ANXA1	-0.00489636343871	-0.0020770972404	0.00574217858991
ANXA11	-0.00671404190487	-0.0062527146088	-0.00661923964529
ANXA2	-0.00946529892085	-0.00845075819907	-0.00451013656411
ANXA2P1	-0.0114128973789	-0.00834694475583	-0.0050008236669
ANXA2P2	0.00243651230687	0.00010577482103	3.15951313709e-05
ANXA3	0.00308800631233	-0.00126416758494	0.00905940613538
ANXA4	0.00179893742821	-0.00668535412826	-0.00312134874081
ANXA5	-0.00238643813447	-0.0034361908964	0.00481842089421
ANXA6	-0.00579629181845	0.00181975981515	0.000108287548003
ANXA7	0.00179137354238	0.00255244583744	-0.000474893674683
AOAH	-0.00770238197821	0.00368794938144	0.012705385827
AOF2	0.00278527177165	0.00117217910321	0.00194524757582
AOX2P	-0.000643672065284	-0.00214330746303	-0.00134061152497
AP1B1	-0.00374023738671	-0.00207157151243	0.00131619630946
AP1G1	0.00676111108323	-0.00702937475104	0.00152053259059
AP1G2	-0.00142147311993	0.00558911894109	-0.00665641315073
AP1GBP1	-0.0143841632181	-0.0134744212955	-0.0117251847835
AP1M1	-0.00293281725767	0.00276391030677	-0.000842152856847
AP1S1	0.000405066456871	-0.00429086152	0.00828663262081
AP1S2	-0.0108056266834	-0.00863547150117	-0.00433944324035
AP2A1	0.00878333058531	0.012764117314	0.00839798340373
AP2A2	0.00191177272606	0.00752592111551	-0.002437757879
AP2B1	0.00705840842875	0.00433826932059	0.00680792339063
AP2M1	0.00360117128391	0.00381117879736	0.00523356847161
AP2S1	0.00130687451981	0.00194228047606	0.00518488556835
AP3B1	-0.00663038619485	-0.00528681589244	-0.00315873745177
AP3D1	0.000555405553509	0.0057997844218	-0.000117194752338
AP3M1	-0.00633254627891	-0.00556791553079	-0.00872078404315
AP3M2	0.0109439276607	0.00840149599737	-4.39631931979e-05
AP3S1	-0.00249095877194	8.64845310596e-05	0.0027186004672
AP3S2	-0.000711320587721	-0.00321312691639	0.0124480932485
AP4B1	-0.00164193233153	0.00195432175204	-0.00958954825907
AP4E1	-0.00792804788654	0.00585805549603	0.00187709868462
APAF1	-0.0144152169825	-0.00230182653933	-0.0034682069882
APBA2	-0.00375513133866	0.00832808630189	-0.0162025071927
APBA3	0.00238369354734	0.00688920582372	0.000270148470524
APBB1IP	-0.0088782731154	0.00316171314383	0.0009085969763
APBB3	-0.000529328770583	0.00202571069021	-0.00754757602879
APCDD1	-0.00530235496883	0.000188387729507	-0.00878176481791
APEH	0.000359101219884	0.00342502865423	0.000448170325024
